"LABNR","C14AGE","C14STD","MATERIAL","COUNTRY","REGION","SITE","LAT","LONG","CLASS","LITHICS","POTTERY","IRON","SOURCES"
"Beta-75792",1420,100,"Charcoal_endocarp_elaeis","COG","E","Motaba",2.71,16.93,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75793",1720,70,"Charcoal_endocarp_elaeis","COG","E","Motaba",2.71,16.93,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75794",1390,100,"Charcoal_endocarp_elaeis","COG","E","Motaba",2.71,16.93,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75795",1710,110,"Charcoal_endocarp_elaeis","COG","E","Upper Esimbi",2.54,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75796",2020,80,"Charcoal_endocarp_elaeis","COG","E","Upper Esimbi",2.54,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75797",1720,90,"Charcoal_endocarp_elaeis","COG","E","Upper Esimbi",2.54,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75798",1480,70,"Charcoal_endocarp_elaeis","COG","E","Upper Esimbi",2.54,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75799",1150,70,"Charcoal_endocarp_elaeis","COG","E","Upper Esimbi",2.54,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75820",1660,90,"Charcoal_endocarp_elaeis","COG","E","Wali",2.22,16.21,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75821",1880,70,"Charcoal_endocarp_elaeis","COG","E","Wali",2.22,16.21,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75822",1790,90,"Charcoal_endocarp_elaeis","COG","E","Wali",2.22,16.21,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75823",1630,80,"Charcoal_endocarp_elaeis","COG","E","Wali",2.22,16.21,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75824",2160,100,"Charcoal_endocarp_elaeis","COG","E","Wali",2.22,16.21,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75840",1830,80,"Charcoal_endocarp_elaeis","COG","E","West Ndoki Lombé",2.19,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75841",2090,100,"Charcoal_endocarp_elaeis","COG","E","West Ndoki Lombé",2.19,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75842",1280,80,"Charcoal_endocarp_elaeis","COG","E","West Ndoki Lombé",2.19,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75843",1780,110,"Charcoal_endocarp_elaeis","COG","E","West Ndoki Lombé",2.19,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75844",1690,90,"Charcoal_endocarp_elaeis","COG","E","West Ndoki Lombé",2.19,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"KIA-38066",1625,25,"Charcoal_endocarp_elaeis","COG","E","Baï Bomassa",2.2,16.19,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-37683",200,25,"Charcoal_wood","COG","E","Bomassa",2.2,16.19,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Gif-5698",2660,100,"Charcoal","COG","E","Boundji",-1.03,15.36,"IIc irrelevant dates, lack of archaeological context","-","-","-","Delibes et al. 1983; Kouyoumontzakis u.a. 1985: 22"
"KIA-34143",2170,30,"Charcoal_wood","COG","E","Ikelemba",1.23,16.5,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-34147",1830,35,"Charcoal_wood","COG","E","Ikelemba",1.23,16.5,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-37684",1590,25,"Charcoal_endocarp_elaeis","COG","E","Ikelemba",1.23,16.5,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KIA-34144",2095,30,"Charcoal_endocarp_elaeis","COG","E","Ilamba",1.21,16.77,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-37686",1515,30,"Charcoal_endocarp_elaeis","COG","E","Ilamba",1.21,16.77,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KIA-37687",1800,30,"Charcoal_endocarp_elaeis","COG","E","Kabo",2.03,16.08,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"Poz-41780",1200,30,"Charcoal_endocarp_elaeis","COG","E","Komo River",1.45,17.07,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41770",1580,30,"Charcoal_endocarp_elaeis","COG","E","Liouesso",1.05,15.69,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41784",140,25,"Charcoal_wood","COG","E","Lopola",3.04,17.3,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41787",15,20,"Charcoal_endocarp_elaeis","COG","E","Loundoungou",2.64,17.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41788",1760,40,"Charcoal_wood","COG","E","Loundoungou",2.64,17.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-37685",215,25,"Charcoal_endocarp_nauclea","COG","E","Mokobo",1.87,16.62,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KIA-38070",1535,25,"Charcoal_wood","COG","E","Mokobo",1.87,16.62,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41771",2090,30,"Charcoal_endocarp_elaeis","COG","E","Pikounda",0.55,16.64,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-34141",1565,30,"Charcoal_endocarp_elaeis","COG","E","Pokola",1.41,16.32,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KIA-34142",620,25,"Charcoal_endocarp_elaeis","COG","E","Pokola",1.41,16.32,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Hv-12620",945,75,"Charcoal","COD","F","Bamanya",0.01,18.31,"Ia relevant dates, strong archaeological context","-","Bondongo","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"KI-2361",640,70,"Charcoal","COD","F","Bamanya",0.01,18.31,"Ia relevant dates, strong archaeological context","-","Bondongo","slag","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"GrN-14002",710,60,"Charcoal","COD","F","Baringa",0.73,20.74,"Ia relevant dates, strong archaeological context","-","Bondongo","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"KI-2430",650,65,"Charcoal","COD","F","Baringa",0.73,20.74,"Ia relevant dates, strong archaeological context","-","Bondongo","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"KI-2431",950,70,"Charcoal","COD","F","Baringa",0.73,20.74,"Ia relevant dates, strong archaeological context","-","Bondongo","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"GrN-13583",2290,70,"Charcoal","COD","F","Bokele",-0.1,18.59,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Eggert 1993; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"Hv-11572",755,115,"Charcoal","COD","F","Bokele",-0.1,18.59,"Ia relevant dates, strong archaeological context","-","(Lingonda); Longa; (Bokele); Mbandaka","-","Wotzka 1995: 115, 127 Tab. 53; Seidensticker 2017: Tab. 21"
"KN-4204",1870,70,"Charcoal","COD","F","Bokele",-0.1,18.59,"Ia relevant dates, strong archaeological context","-","Bokele","-","Wotzka 1995: 115; Seidensticker 2017: Tab. 21"
"GrN-14003",2090,70,"Charcoal","COD","F","Bokuma",-0.11,18.7,"Ia relevant dates, strong archaeological context","-","Inganda","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21"
"GrN-14004",1670,70,"Charcoal","COD","F","Bokuma",-0.11,18.7,"Ia relevant dates, strong archaeological context","-","Bokuma; Lingonda","-","Wotzka 1995: 115; Seidensticker 2017: Tab. 21"
"KI-2363",2260,60,"Charcoal","COD","F","Bokuma",-0.11,18.7,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"KI-2432",2020,100,"Charcoal","COD","F","Bokuma",-0.11,18.7,"Ia relevant dates, strong archaeological context","-","Inganda","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21"
"KI-2433",2025,75,"Charcoal","COD","F","Bokuma",-0.11,18.7,"Ia relevant dates, strong archaeological context","-","Inganda","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21"
"GrN-13078",660,80,"Charcoal","COD","F","Bolondo",-0.31,21.25,"Ia relevant dates, strong archaeological context","-","Bondongo; Wema","-","Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21"
"KN-4203",230,110,"Charcoal","COD","F","Bolondo",-0.31,21.25,"Ia relevant dates, strong archaeological context","-","Bolondo","-","Wotzka 1995: 180-181; Seidensticker 2017: Tab. 21"
"Erl-17763",2201,52,"Charcoal_seed_Pennisetum glaucum","COD","F","Boso-Njafo",1.13,19.21,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Kahlheber et al. 2014: 500 Tab. 4"
"GrN-14005",2440,150,"Charcoal","COD","F","Boso-Njafo",1.13,19.21,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"GrN-14006",2260,80,"Charcoal","COD","F","Boso-Njafo",1.13,19.21,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"KI-2439",2270,70,"Charcoal","COD","F","Boso-Njafo",1.13,19.21,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"KI-2428",2160,90,"Charcoal","COD","F","Imbonga",-0.82,19.79,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"GrN-13076",1450,45,"Charcoal","COD","F","Isaka-Elinga",-0.67,20.2,"Ia relevant dates, strong archaeological context","-","Lingonda","-","Eggert 1987: 133 Tab. 1; Wotzka 1995: 115"
"KN-4206",1590,60,"Charcoal","COD","F","Isaka-Elinga",-0.67,20.2,"Ia relevant dates, strong archaeological context","-","Lingonda","-","Wotzka 1995: 115; Seidensticker 2017: Tab. 21"
"Hv-11577",1785,125,"Charcoal","COD","F","Iyonda",-0.03,18.19,"Ia relevant dates, strong archaeological context","-","Monkoto; Bokuma; (Bondongo); (Nkile); (Botendo)","-","Wotzka 1995: 303; Seidensticker 2017: Tab. 21"
"Hv-12206",810,90,"Charcoal","COD","F","Mbandaka",0.06,18.26,"Ia relevant dates, strong archaeological context","-","Bondongo; Mbandaka","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"KI-2364",740,55,"Charcoal","COD","F","Mbandaka",0.06,18.26,"Ia relevant dates, strong archaeological context","-","Bondongo; Mbandaka","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"Hv-8916",625,50,"Charcoal","COD","F","Nkile",-0.1,18.67,"Ia relevant dates, strong archaeological context","-","Nkile; Bondongo","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"Hv-9561",145,55,"Charcoal","COD","F","Nkile",-0.1,18.67,"Ia relevant dates, strong archaeological context","-","Botendo","-","Wotzka 1995: 158; Seidensticker 2017: Tab. 21"
"Hv-9562",0,0,"Charcoal","COD","F","Nkile",-0.1,18.67,"Ia relevant dates, strong archaeological context","-","Botendo","-","Wotzka 1995: 158; Seidensticker 2017: Tab. 21"
"Hv-12613",1920,90,"Charcoal","COD","F","Wafanya",-1.35,20.38,"Ia relevant dates, strong archaeological context","-","Monkoto; (Longa)","-","Wotzka 1995: 99, 127 Tab. 53, 368; Seidensticker 2017: Tab. 21"
"KI-2365.01",280,70,"Charcoal","COD","F","Wafanya",-1.35,20.38,"Ia relevant dates, strong archaeological context","-","(Monkoto); (Longa); (Bekongo); Wafanya; Botendo","-","Wotzka 1995: 368; Seidensticker 2017: Tab. 21"
"RICH-25315",385,25,"Charcoal_wood","COD","F","Salonga",-1.71,20.55,"Ib relevant dates, medium archaeological context","-","indet","-","unpublished (Wannes hubau)"
"Gif-7602",1970,60,"-","COD","F","Lokoku",2.2,21.4,"Ic relevant dates, poor archaeological context","-","-","slag","de Bayle des Hermens 1990"
"GrN-13077",440,50,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(Bondongo)","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"KI-2360",420,65,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(Bondongo)","-","Wotzka 1995: 138; Seidensticker 2017: Tab. 21"
"GrN-13586",500,90,"Charcoal","COD","F","Longa",-0.25,18.88,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(Imbonga)","-","Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"KN-4205",260,120,"Charcoal","COD","F","Longa",-0.25,18.88,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","-","(Imbonga)","-","Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"Hv-11570",2245,195,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIIa unreliable dates due to presumed lab errors","-","(indet)","-","Wotzka 1995; Seidensticker 2017: Tab. 21"
"Hv-12203",65,50,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIIa unreliable dates due to presumed lab errors","-","(indet)","slag?","Wotzka 1995; Seidensticker 2017: Tab. 21"
"Hv-12615",2210,180,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIIa unreliable dates due to presumed lab errors","-","(indet)","-","Wotzka 1995; Seidensticker 2017: Tab. 21"
"Hv-12617",1955,115,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIIa unreliable dates due to presumed lab errors","-","(indet)","-","Wotzka 1995; Seidensticker 2017: Tab. 21"
"Hv-12621",1170,120,"Charcoal","COD","F","Bamanya",0.01,18.31,"IIIa unreliable dates due to presumed lab errors","-","(indet)","-","Wotzka 1995; Seidensticker 2017: Tab. 21"
"Hv-11573",1850,120,"Charcoal","COD","F","Bokele",-0.1,18.59,"IIIa unreliable dates due to presumed lab errors","-","(Imbonga)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"Hv-12205",1860,260,"Charcoal","COD","F","Bokele",-0.1,18.59,"IIIa unreliable dates due to presumed lab errors","-","(Bondongo); (Longa)","-","Wotzka 1995: 313; Seidensticker 2017: Tab. 21"
"Hv-12627",3485,220,"Charcoal","COD","F","Bokuma",-0.11,18.7,"IIIa unreliable dates due to presumed lab errors","-","(Imbonga)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"Hv-12618",1175,210,"Charcoal","COD","F","Bolondo",-0.31,21.25,"IIIa unreliable dates due to presumed lab errors","-","(Bolondo)","-","Wotzka 1995: 180-181; Seidensticker 2017: Tab. 21"
"Hv-12619",1195,70,"Charcoal","COD","F","Bolondo",-0.31,21.25,"IIIa unreliable dates due to presumed lab errors","-","(Bondongo); (Wema)","-","Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21"
"Hv-12624",1725,95,"Charcoal","COD","F","Bolondo",-0.31,21.25,"IIIa unreliable dates due to presumed lab errors","-","(Bondongo); (Wema)","-","Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21"
"Hv-12625",915,105,"Charcoal","COD","F","Bolondo",-0.31,21.25,"IIIa unreliable dates due to presumed lab errors","-","(Bolondo)","-","Wotzka 1995: 180-181; Seidensticker 2017: Tab. 21"
"Hv-11574",3775,105,"Charcoal","COD","F","Imbonga",-0.82,19.79,"IIIa unreliable dates due to presumed lab errors","-","(Imbonga)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
"Hv-11575",2130,125,"Charcoal","COD","F","Imbonga",-0.82,19.79,"IIIa unreliable dates due to presumed lab errors","-","(Monkoto)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21"
"Hv-11576",2900,285,"Charcoal","COD","F","Imbonga",-0.82,19.79,"IIIa unreliable dates due to presumed lab errors","-","(Imbonga); (Bonkake); (Monkoto); (Yete); (Lingonda); (Bondongo); (Nkile); (Longa)","-","Wotzka 1995: 349; Seidensticker 2017: Tab. 21"
"Hv-12207",2860,280,"Charcoal","COD","F","Imbonga",-0.82,19.79,"IIIa unreliable dates due to presumed lab errors","-","(Monkoto)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21"
"Hv-12614",2665,110,"Charcoal","COD","F","Imbonga",-0.82,19.79,"IIIa unreliable dates due to presumed lab errors","-","(Monkoto)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 99; Seidensticker 2017: Tab. 21"
"Hv-12626",1895,65,"Charcoal","COD","F","Isaka-Elinga",-0.67,20.2,"IIIa unreliable dates due to presumed lab errors","-","(Lingonda)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 115; Seidensticker 2017: Tab. 21"
"Hv-11571",730,75,"Charcoal","COD","F","Longa",-0.25,18.88,"IIIa unreliable dates due to presumed lab errors","-","(Imbonga)","-","Eggert 1984: 262 Fig. 5; Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21"
